index,city,district,min_booking_duration,first_pic_category,beds,rooms,deposit,area,price,accommodates,number_of_pics,cleaning_fee,clicks
18684,173,227,1,LIVING_DINING_ROOM,2,2,1250.0,77.0,1250.0,6,5,50.0,322
13931,141,773,1,LIVING_DINING_ROOM,1,1,500.0,57.0,899.0,2,19,0.0,0
32314,185,1176,1,KITCHEN,2,2,1900.0,60.0,1290.0,3,24,150.0,52
14047,141,287,1,ROOM_BEDROOM,7,4,2500.0,95.0,2500.0,8,4,100.0,0
33325,141,1192,1,LIVING_DINING_ROOM,1,2,1500.0,130.0,2000.0,3,33,110.0,0
27920,465,374,3,OUTDOOR_HOUSE,3,3,500.0,65.0,1250.0,6,1,0.0,0
27900,271,356,6,LIVING_DINING_ROOM,2,3,9000.0,128.0,3480.0,3,20,200.0,0
1034,141,759,1,LIVING_DINING_ROOM,1,2,1500.0,60.0,2100.0,2,9,150.0,321
28671,141,458,1,LIVING_DINING_ROOM,0,1,1785.0,48.0,1190.0,2,27,189.0,214
30738,656,766,3,UNCATEGORIZED,1,2,1000.0,32.0,1190.0,2,10,80.0,0
703,822,923,1,BATHROOM,1,1,1250.0,,1250.0,,8,,0
18037,141,1192,1,,1,1,500.0,,1696.0,,,,0
19466,1056,1135,1,LIVING_ROOM,2,2,600.0,50.0,1050.0,2,11,50.0,3
22742,349,440,1,LIVING_DINING_ROOM,1,1,0.0,20.0,1800.0,1,10,0.0,13
32714,1056,1135,1,LIVING_DINING_ROOM,1,2,150.0,28.0,1150.0,2,6,49.0,99
1178,141,759,3,LIVING_DINING_ROOM,1,2,3500.0,78.0,1880.0,1,7,70.0,0
4541,141,1192,6,LIVING_DINING_ROOM,1,2,1500.0,70.0,1580.0,2,12,100.0,0
20948,1162,1222,1,ROOM_BEDROOM,2,1,600.0,31.0,930.0,2,10,35.0,0
22489,141,1052,1,LIVING_DINING_ROOM,1,2,1700.0,60.0,1700.0,2,13,50.0,182
31034,465,374,3,HALL_CORRIDOR,2,3,3000.0,76.0,1700.0,2,10,100.0,75
1523,271,356,1,ROOM_BEDROOM,1,1,1200.0,25.0,730.0,2,7,50.0,334
18808,87,111,1,LIVING_DINING_ROOM,1,2,1000.0,77.0,800.0,2,24,0.0,0
29301,822,923,1,,1,1,500.0,,1590.0,,,,0
13804,271,356,1,LIVING_DINING_ROOM,1,1,0.0,35.0,1950.0,2,3,150.0,0
26657,669,778,1,ROOM_BEDROOM,1,1,1200.0,,1200.0,,20,,0
17654,141,896,3,ROOM_BEDROOM,1,1,1000.0,30.0,895.0,1,16,100.0,0
29796,141,576,3,LIVING_DINING_ROOM,1,1,850.0,42.0,1200.0,2,10,100.0,332
10361,465,568,6,LIVING_DINING_ROOM,1,4,1500.0,145.0,5450.0,2,20,300.0,362
1787,888,984,1,LIVING_DINING_ROOM,2,3,2000.0,90.0,2050.0,3,25,300.0,0
18472,141,1221,6,LIVING_DINING_ROOM,1,2,1400.0,74.0,1290.0,2,28,180.0,0
2976,656,766,3,ROOM_BEDROOM,1,1,1600.0,28.0,1656.0,2,16,100.0,207
12585,822,923,1,LIVING_DINING_ROOM,1,1,500.0,,500.0,,7,,0
30378,386,486,12,ROOM_BEDROOM,1,1,550.0,16.0,366.0,1,9,,0
13789,1032,1111,1,LIVING_DINING_ROOM,1,1,900.0,,900.0,,7,,0
16089,141,455,6,LIVING_DINING_ROOM,0,1,1740.0,18.0,700.0,1,5,80.0,38458
12854,141,287,1,LIVING_DINING_ROOM,0,4,3000.0,90.0,3000.0,6,22,100.0,326
19080,701,809,1,NON_RELATED,4,4,1400.0,135.0,1400.0,8,8,60.0,70
17223,141,759,6,LIVING_DINING_ROOM,1,1,1500.0,40.0,1040.0,2,9,0.0,1873
19366,335,423,1,,0,0,0.0,,3800.0,,,,0
29387,141,893,1,,1,1,500.0,,1650.0,,,,0
26120,125,153,1,BATHROOM,8,4,0.0,94.0,5100.0,7,15,70.0,36
16031,822,923,3,LIVING_DINING_ROOM,1,2,2900.0,48.0,1450.0,2,5,0.0,0
5837,656,766,6,ROOM_BEDROOM,2,3,3000.0,80.0,3324.0,4,23,160.0,202
6052,556,669,1,UNCATEGORIZED,1,1,500.0,0.0,1800.0,0,1,0.0,0
9312,465,568,3,,1,1,500.0,,2000.0,,,0.0,0
33760,822,923,6,LIVING_DINING_ROOM,1,1,2500.0,19.0,950.0,2,13,200.0,207
1190,141,759,3,LIVING_DINING_ROOM,3,2,1190.0,30.0,1190.0,3,15,60.0,1709
5895,888,984,1,KITCHEN,3,3,2000.0,80.0,2000.0,4,20,150.0,1648
21782,141,287,3,LIVING_DINING_ROOM,1,2,3000.0,57.0,1500.0,2,28,400.0,1141
2876,656,766,3,LIVING_DINING_ROOM,1,1,2200.0,58.0,2622.0,2,23,120.0,30
3706,1226,1271,1,,1,1,50.0,39.0,28.0,,,50.0,0
17241,141,1024,6,LIVING_DINING_ROOM,1,2,2500.0,53.0,1500.0,2,28,70.0,0
24394,141,893,1,LIVING_DINING_ROOM,1,1,500.0,40.0,1350.0,2,5,50.0,0
28510,141,576,6,LIVING_DINING_ROOM,2,2,5380.0,70.0,2690.0,3,22,150.0,974
11959,141,759,2,KITCHEN,1,2,2800.0,45.0,1400.0,1,10,150.0,321
19408,953,754,1,LIVING_DINING_ROOM,0,0,9950.0,,9950.0,,7,,0
22274,656,766,3,LIVING_DINING_ROOM,1,2,300.0,42.0,780.0,1,7,0.0,0
32473,822,923,5,LIVING_DINING_ROOM,1,2,2500.0,79.0,2350.0,2,21,60.0,152
21990,315,268,1,LIVING_DINING_ROOM,2,3,1000.0,77.0,2800.0,4,27,150.0,468
9269,141,759,2,LIVING_DINING_ROOM,2,2,2500.0,82.0,1455.0,3,11,,0
2869,599,709,1,KITCHEN,5,5,2000.0,80.0,1500.0,5,4,200.0,479
32966,822,923,3,ROOM_BEDROOM,1,1,500.0,15.0,700.0,1,4,0.0,0
6491,656,766,3,TERRACE,1,2,3000.0,85.0,1300.0,2,21,200.0,425
33050,616,727,1,LIVING_DINING_ROOM,3,3,1000.0,65.0,1200.0,4,24,100.0,664
33574,568,681,4,LIVING_DINING_ROOM,1,2,1000.0,55.0,640.0,1,7,0.0,387
24378,141,288,1,OUTDOOR_BUILDING,0,3,1000.0,80.0,1700.0,4,1,0.0,61
17909,141,287,1,LIVING_DINING_ROOM,1,1,500.0,33.0,1190.0,2,19,50.0,649
14669,489,593,1,LIVING_DINING_ROOM,1,1,750.0,25.0,750.0,2,9,20.0,0
27990,465,567,3,LIVING_DINING_ROOM,2,3,1900.0,96.0,1900.0,4,13,0.0,273
12863,835,936,1,LIVING_DINING_ROOM,1,1,1050.0,30.0,1050.0,2,26,,0
22604,991,46,1,UNCATEGORIZED,3,1,1500.0,47.0,1080.0,2,16,80.0,854
7163,141,759,1,LIVING_DINING_ROOM,1,2,500.0,105.0,2200.0,2,10,0.0,0
20384,888,984,1,LIVING_DINING_ROOM,6,5,2390.0,133.0,2390.0,6,20,150.0,1075
14320,141,893,2,LIVING_DINING_ROOM,1,2,0.0,62.0,1790.0,2,18,0.0,169
15073,750,855,4,ROOM_BEDROOM,2,3,2290.0,132.0,2390.0,2,28,200.0,973
25731,656,766,3,KITCHEN,3,1,900.0,50.0,2290.0,2,11,50.0,308
9593,141,893,1,LIVING_DINING_ROOM,1,2,500.0,66.0,1300.0,2,10,0.0,0
7743,141,759,3,LIVING_DINING_ROOM,1,3,4400.0,66.0,2200.0,2,18,150.0,57
25561,1198,1012,1,LIVING_DINING_ROOM,2,3,1200.0,65.0,1350.0,3,8,30.0,370
12835,271,356,3,LIVING_DINING_ROOM,2,2,3700.0,75.0,1850.0,2,20,250.0,203
18373,822,923,6,TERRACE,2,3,5380.0,76.0,2690.0,3,11,280.0,0
27169,141,458,4,UNCATEGORIZED,4,3,3000.0,80.0,2490.0,4,24,100.0,559
29290,100,124,1,KITCHEN,2,3,1590.0,51.0,1590.0,2,20,90.0,171
7844,141,951,4,LIVING_DINING_ROOM,1,3,1850.0,70.0,1850.0,2,13,250.0,411
25315,141,893,2,LIVING_DINING_ROOM,1,1,1000.0,35.0,1800.0,2,17,100.0,678
15035,271,356,6,LIVING_DINING_ROOM,1,2,1490.0,66.0,1490.0,2,8,100.0,120
15383,141,287,3,LIVING_DINING_ROOM,1,2,2200.0,90.0,1990.0,2,33,100.0,0
19494,271,356,1,LIVING_DINING_ROOM,1,1,500.0,,580.0,,3,0.0,0
24911,141,458,5,LIVING_DINING_ROOM,2,2,1560.0,47.0,1560.0,2,25,75.0,314
16693,656,766,3,TERRACE,1,2,1450.0,80.0,1450.0,2,9,0.0,0
23938,1304,1342,6,EMPTY_ROOM,1,2,880.0,65.0,880.0,1,7,0.0,0
10695,168,223,6,LIVING_DINING_ROOM,2,1,2400.0,40.0,1200.0,2,10,100.0,156
2956,780,889,1,ROOM_BEDROOM,3,3,500.0,50.0,1500.0,6,10,50.0,421
26102,141,893,2,HALL_CORRIDOR,2,2,3000.0,43.0,1490.0,2,9,75.0,2074
19772,1194,1248,1,OUTDOOR_BUILDING,0,0,1700.0,,1700.0,,12,,0
15720,822,923,1,,1,1,800.0,,800.0,,,,0
25990,473,575,1,LIVING_DINING_ROOM,2,3,2800.0,130.0,2800.0,3,11,100.0,435
26972,489,593,1,LIVING_DINING_ROOM,3,1,1600.0,23.0,1600.0,3,9,150.0,5
27960,822,923,1,LIVING_DINING_ROOM,2,3,1600.0,64.0,1600.0,2,21,150.0,129
4894,465,568,3,LIVING_DINING_ROOM,1,2,1500.0,56.0,1420.0,2,20,40.0,289
2396,141,287,1,LIVING_DINING_ROOM,0,4,2190.0,70.0,2250.0,6,14,80.0,638
10133,141,458,6,,1,1,1600.0,24.0,1600.0,2,,0.0,0
13510,141,893,11,LIVING_DINING_ROOM,1,3,2000.0,65.0,1650.0,2,30,200.0,1551
16476,656,766,3,ROOM_BEDROOM,4,2,0.0,60.0,2200.0,4,10,50.0,105
11003,465,567,3,LIVING_DINING_ROOM,2,2,2000.0,57.0,2200.0,3,25,50.0,768
30256,465,568,3,LIVING_DINING_ROOM,1,1,2500.0,37.0,949.0,1,13,0.0,501
888,676,785,1,LIVING_DINING_ROOM,3,3,2350.0,100.0,2350.0,3,24,100.0,0
29209,448,548,3,ROOM_BEDROOM,2,2,600.0,50.0,590.0,2,10,100.0,849
16376,141,1192,3,KITCHEN,1,2,2500.0,70.0,1400.0,2,15,0.0,0
32018,656,766,3,LIVING_DINING_ROOM,1,2,1500.0,80.0,1250.0,2,18,100.0,629
8500,141,1052,4,LIVING_DINING_ROOM,1,1,2500.0,42.0,1800.0,2,31,100.0,140
26216,510,618,3,ROOM_BEDROOM,2,2,850.0,50.0,430.0,2,15,0.0,0
2648,1166,1228,1,LIVING_DINING_ROOM,1,2,1873.0,50.0,1873.0,2,7,0.0,51
13648,473,575,1,LIVING_DINING_ROOM,1,2,1900.0,70.0,1867.0,2,9,250.0,12
1971,271,356,1,,0,0,650.0,,650.0,,,,0
14999,1,0,3,LIVING_DINING_ROOM,1,1,1500.0,46.0,1596.0,2,30,0.0,596
22057,356,447,1,,0,0,2000.0,,2000.0,,,,0
27520,822,923,1,TWO_D_FLOOR_PLAN,0,0,0.0,,1150.0,,13,,0
17768,656,766,3,ROOM_BEDROOM,1,1,1490.0,35.0,1490.0,2,11,130.0,9
17820,141,458,12,ROOM_BEDROOM,1,1,1250.0,40.0,1300.0,2,11,90.0,665
27634,141,496,6,UNCATEGORIZED,1,1,1500.0,40.0,1350.0,2,7,150.0,1056
2576,259,343,1,LIVING_DINING_ROOM,2,2,1250.0,85.0,1250.0,3,8,125.0,31
16145,141,893,1,LIVING_DINING_ROOM,2,3,500.0,110.0,2200.0,4,13,,0
12703,465,567,3,LIVING_DINING_ROOM,4,2,1099.0,60.0,1099.0,4,9,100.0,0
11603,141,896,6,OUTDOOR_BUILDING,1,1,1500.0,35.0,1050.0,2,6,80.0,0
22885,141,893,2,LIVING_DINING_ROOM,1,3,3960.0,80.0,1980.0,2,15,150.0,69
19736,141,759,2,LIVING_DINING_ROOM,1,1,990.0,38.0,1090.0,1,26,90.0,1418
18245,141,1192,1,NON_RELATED,1,1,500.0,0.0,1250.0,0,1,0.0,0
25552,482,586,1,,1,1,500.0,,1500.0,,,0.0,0
1751,701,809,1,ROOM_BEDROOM,1,2,0.0,52.6,1500.0,6,9,0.0,292
12083,3,2,1,OUTDOOR_HOUSE,2,2,1250.0,64.0,1250.0,2,24,80.0,280
14601,822,923,6,BATHROOM,0,1,2400.0,33.0,1200.0,2,12,150.0,156
7171,141,458,3,ROOM_BEDROOM,2,3,1850.0,74.0,1850.0,3,3,100.0,0
1529,141,458,3,LIVING_DINING_ROOM,0,1,1080.0,35.0,1080.0,2,9,50.0,2115
10309,141,576,1,LIVING_DINING_ROOM,1,2,1500.0,80.0,1950.0,2,8,100.0,0
11026,141,576,6,LIVING_DINING_ROOM,1,1,2000.0,33.0,1200.0,1,25,120.0,0
32324,349,440,3,ROOM_BEDROOM,1,2,1170.0,15.0,780.0,1,18,200.0,97
14248,141,896,3,ROOM_BEDROOM,3,3,1000.0,93.0,1850.0,5,9,70.0,0
26050,141,458,6,LIVING_DINING_ROOM,1,2,1500.0,46.0,1050.0,1,6,50.0,0
9155,1194,1248,3,ROOM_BEDROOM,1,1,1500.0,30.0,1050.0,1,6,100.0,0
16379,888,984,1,LIVING_DINING_ROOM,1,1,900.0,37.0,900.0,2,7,100.0,0
19975,141,1349,2,,1,2,2000.0,63.0,1950.0,4,,100.0,0
2575,698,807,1,BATHROOM,1,1,1600.0,18.0,880.0,1,8,25.0,811
25154,141,1192,3,LIVING_DINING_ROOM,3,3,2500.0,85.0,1990.0,4,13,150.0,927
6621,263,348,1,LIVING_DINING_ROOM,1,1,500.0,,590.0,,4,0.0,0
31945,141,893,3,UNCATEGORIZED,1,2,7270.0,67.0,2915.0,2,11,100.0,968
3380,822,923,1,,1,1,800.0,,800.0,,,,0
15431,395,495,1,ROOM_BEDROOM,1,1,1500.0,32.0,1500.0,2,4,180.0,951
14849,822,923,6,KITCHEN,1,1,1200.0,22.0,1200.0,1,3,100.0,363
3137,888,984,1,OUTDOOR_HOUSE,1,3,2800.0,100.0,1580.0,2,18,200.0,797
16007,822,923,1,NON_RELATED,1,1,500.0,,1100.0,,1,0.0,0
13081,465,567,3,LIVING_DINING_ROOM,1,2,600.0,51.0,800.0,2,6,50.0,0
4064,141,288,1,LIVING_DINING_ROOM,2,2,2500.0,70.0,2875.0,3,7,75.0,380
18298,141,893,1,ROOM_BEDROOM,1,1,0.0,25.0,1690.0,2,21,0.0,3147
15578,349,440,1,ROOM_BEDROOM,0,0,1350.0,,1350.0,,12,,0
33368,888,984,6,LIVING_DINING_ROOM,1,2,2380.0,61.0,1190.0,2,9,0.0,904
7694,141,452,2,LIVING_DINING_ROOM,1,2,3000.0,60.0,1650.0,2,12,80.0,1354
15963,141,299,1,,1,1,500.0,120.0,3000.0,,,0.0,0
16211,141,893,1,ROOM_BEDROOM,1,1,500.0,45.0,1696.0,2,3,,0
5721,141,496,2,LIVING_DINING_ROOM,1,1,1000.0,44.0,1300.0,2,13,0.0,0
27622,1365,1392,2,LIVING_ROOM,1,1,1000.0,67.0,650.0,2,10,100.0,19
23622,835,936,1,LIVING_DINING_ROOM,8,2,1290.0,30.0,1290.0,5,7,0.0,412
22808,656,766,3,LIVING_DINING_ROOM,2,2,3000.0,95.0,2350.0,3,20,150.0,0
7081,349,440,1,KITCHEN,1,2,1500.0,25.0,1285.0,1,5,0.0,0
33522,168,223,6,ROOM_BEDROOM,1,1,850.0,24.0,850.0,2,6,95.0,986
3076,701,809,1,ROOM_BEDROOM,1,1,650.0,30.0,650.0,2,8,0.0,0
20328,185,655,1,ROOM_BEDROOM,1,1,500.0,40.0,500.0,1,3,50.0,1
32984,822,923,3,TERRACE,1,3,1000.0,80.0,2500.0,2,11,200.0,0
7973,1231,1276,6,LIVING_DINING_ROOM,1,1,1500.0,50.0,2180.0,2,48,180.0,12
27244,141,893,2,LIVING_DINING_ROOM,1,2,6000.0,60.0,3100.0,2,12,203.0,0
29805,465,374,3,LIVING_DINING_ROOM,2,5,6000.0,175.0,3900.0,3,25,250.0,578
31217,701,809,3,OUTDOOR_BUILDING,1,2,1200.0,42.0,900.0,2,15,70.0,0
28500,656,766,3,,1,1,500.0,,531.0,,,0.0,0
32968,473,575,1,WALK_IN_CLOSET,1,1,1500.0,20.0,750.0,2,1,50.0,903
24540,271,356,3,LIVING_DINING_ROOM,1,2,2700.0,72.0,1350.0,2,18,0.0,0
29497,141,759,6,LIVING_DINING_ROOM,2,3,5000.0,105.0,2500.0,4,17,200.0,0
27217,656,766,3,LIVING_DINING_ROOM,1,3,2850.0,110.0,2850.0,2,20,0.0,250
30035,141,893,2,LIVING_DINING_ROOM,1,2,0.0,55.0,1790.0,2,23,0.0,116
252,141,759,3,LIVING_DINING_ROOM,1,2,2780.0,56.0,1390.0,2,9,0.0,489
6516,141,1052,1,LIVING_DINING_ROOM,2,2,500.0,80.0,1.0,5,16,,0
8115,141,452,2,LIVING_DINING_ROOM,2,1,910.0,38.0,910.0,2,23,80.0,133
4804,141,759,7,LIVING_DINING_ROOM,1,1,1000.0,35.0,1341.0,1,34,250.0,258
28263,271,356,1,ROOM_BEDROOM,1,1,600.0,30.0,750.0,2,16,50.0,272
13967,594,704,6,,1,1,600.0,50.0,600.0,,,80.0,0
22292,656,766,3,LIVING_DINING_ROOM,1,1,1000.0,47.0,950.0,2,15,50.0,0
31907,465,567,3,LIVING_DINING_ROOM,1,1,500.0,45.0,500.0,2,4,0.0,0
26510,141,893,1,LIVING_DINING_ROOM,1,1,500.0,50.0,700.0,2,6,0.0,0
14827,141,576,3,LIVING_DINING_ROOM,2,3,4740.0,73.31,2370.0,4,12,350.0,653
28179,822,923,1,LIVING_DINING_ROOM,3,3,3000.0,85.0,2100.0,2,11,50.0,0
24839,820,921,6,DINING_ROOM,1,2,2200.0,60.0,1120.0,2,29,300.0,27
7519,338,427,1,LIVING_DINING_ROOM,4,4,3990.0,100.0,3990.0,5,34,150.0,399
13979,141,823,4,LIVING_DINING_ROOM,2,2,2000.0,78.0,1600.0,2,10,100.0,329
23643,141,287,1,,1,1,500.0,,980.0,,,0.0,0
15013,465,374,3,LIVING_DINING_ROOM,1,2,1000.0,45.0,1350.0,2,16,120.0,1134
11353,453,551,1,,0,0,1000.0,,1000.0,,,,0
7958,271,356,3,LIVING_DINING_ROOM,1,3,1050.0,54.0,1050.0,2,11,50.0,0
23531,656,766,3,LIVING_DINING_ROOM,1,2,2700.0,40.0,1350.0,2,15,120.0,70
5821,141,893,1,ROOM_BEDROOM,1,1,500.0,,900.0,,3,,0
20191,141,893,1,LIVING_DINING_ROOM,1,1,500.0,43.0,600.0,1,1,30.0,0
31057,353,444,1,,1,1,500.0,,1500.0,,,,0
14186,185,274,1,LIVING_DINING_ROOM,1,2,300.0,45.0,850.0,2,5,60.0,272
14184,141,759,6,LIVING_DINING_ROOM,1,1,2500.0,40.0,1195.0,2,7,0.0,0
23543,598,102,1,LIVING_DINING_ROOM,11,3,0.0,99.0,1800.0,9,18,0.0,0
3769,141,1192,1,LIVING_DINING_ROOM,1,3,500.0,90.0,1350.0,2,6,100.0,0
8574,1293,1332,1,KITCHEN,1,1,550.0,27.0,550.0,1,7,60.0,65
6938,349,440,1,LIVING_DINING_ROOM,1,3,4000.0,75.0,2140.0,2,9,0.0,0
28275,141,795,6,LIVING_DINING_ROOM,3,2,1150.0,57.0,1150.0,2,27,80.0,1
15510,888,984,1,UNCATEGORIZED,1,1,1500.0,27.0,590.0,1,7,60.0,0
1314,141,951,6,LIVING_DINING_ROOM,1,2,500.0,40.0,1000.0,2,5,0.0,0
28955,141,537,1,OUTDOOR_HOUSE,0,1,500.0,30.0,950.0,1,1,50.0,838
29313,141,759,6,LIVING_DINING_ROOM,1,1,2580.0,42.0,1290.0,2,29,150.0,1247
9649,701,809,1,LIVING_DINING_ROOM,2,2,500.0,64.0,2475.0,4,10,0.0,81
18314,141,1024,1,ROOM_BEDROOM,1,1,1400.0,39.0,1100.0,1,24,70.0,0
30002,141,893,6,LIVING_DINING_ROOM,2,3,3500.0,73.0,1950.0,2,37,150.0,492
27073,141,823,6,LIVING_DINING_ROOM,0,3,3960.0,137.0,1980.0,4,59,200.0,589
14756,349,440,2,LIVING_DINING_ROOM,6,6,6000.0,165.0,3500.0,10,57,100.0,799
27940,141,893,3,LIVING_DINING_ROOM,1,2,3500.0,78.0,1600.0,2,5,0.0,0
6086,141,458,3,LIVING_DINING_ROOM,2,2,2880.0,57.0,1440.0,3,24,160.0,4
8277,1359,1388,1,BATHROOM,3,3,2500.0,78.0,1250.0,3,20,100.0,284
22587,141,458,1,HALL_CORRIDOR,2,2,500.0,74.0,1400.0,4,7,60.0,174
30289,141,1192,3,LIVING_DINING_ROOM,1,1,780.0,30.0,779.0,1,7,0.0,0
30916,465,49,3,UNCATEGORIZED,1,1,2400.0,48.0,1190.0,2,15,100.0,315
5007,141,287,6,LIVING_DINING_ROOM,1,2,2000.0,55.0,1390.0,2,24,65.0,138
9262,141,1083,1,ROOM_BEDROOM,1,2,2000.0,74.0,1340.0,2,10,100.0,46
30830,808,911,1,ROOM_BEDROOM,2,2,500.0,60.0,2750.0,6,42,60.0,40
16686,141,458,2,LIVING_DINING_ROOM,2,2,2200.0,45.0,1500.0,2,25,150.0,0
4977,141,893,3,LIVING_DINING_ROOM,3,4,4440.0,88.0,2220.0,4,18,100.0,2581
29017,822,923,1,,1,1,500.0,,1690.0,,,0.0,0
899,780,889,2,KITCHEN,1,2,2400.0,25.0,1200.0,1,3,200.0,372
14518,349,440,1,ROOM_BEDROOM,1,1,0.0,35.0,1499.0,2,9,0.0,20
15442,141,287,1,LIVING_DINING_ROOM,3,3,2500.0,83.0,2250.0,3,14,150.0,163
12961,141,893,3,TERRACE,2,3,1000.0,140.0,2150.0,4,13,100.0,0
13723,141,860,1,UNCATEGORIZED,1,3,2150.0,100.0,2150.0,2,11,60.0,477
19049,141,705,1,ROOM_BEDROOM,1,1,500.0,,1099.0,,7,0.0,0
3310,141,759,1,UNCATEGORIZED,1,1,1600.0,26.0,1600.0,2,25,80.0,1659
2748,465,374,3,LIVING_DINING_ROOM,1,2,1000.0,55.0,1200.0,2,18,80.0,0
8000,141,1052,1,ROOM_BEDROOM,1,1,500.0,,1200.0,,1,0.0,0
27565,656,766,3,HALL_CORRIDOR,1,2,900.0,60.0,1490.0,2,8,90.0,114
3840,141,1221,3,ROOM_BEDROOM,1,1,500.0,40.0,900.0,2,5,50.0,0
32813,822,923,6,LIVING_DINING_ROOM,1,2,2500.0,55.0,1690.0,2,11,150.0,203
13420,656,766,3,TERRACE,0,3,3600.0,97.0,3600.0,2,12,0.0,223
18764,1334,1414,1,LIVING_DINING_ROOM,1,1,1000.0,41.0,2410.0,2,39,119.0,84
19092,559,672,6,KITCHEN,1,2,2000.0,44.0,1200.0,1,20,150.0,462
18625,271,356,6,LIVING_DINING_ROOM,1,2,1000.0,78.0,1500.0,2,13,300.0,208
16603,465,568,3,ROOM_BEDROOM,1,2,0.0,47.0,3630.0,2,5,130.0,176
16802,141,1379,6,ROOM_BEDROOM,1,1,2000.0,45.0,1100.0,2,20,,0
18908,271,356,3,DINING_ROOM,3,2,1500.0,95.0,2200.0,4,5,180.0,103
13426,423,337,1,LIVING_DINING_ROOM,5,3,0.0,60.0,3600.0,5,10,60.0,0
17787,953,754,1,,1,1,500.0,,1100.0,,,0.0,0
3675,320,405,3,ROOM_BEDROOM,1,1,1000.0,60.0,1290.0,1,22,85.0,4
28823,141,1052,2,KITCHEN,1,2,1000.0,75.0,1700.0,2,28,60.0,440
33592,465,567,1,,0,0,1000.0,,1000.0,,,,0
32888,1194,1248,1,KITCHEN,1,1,880.0,,880.0,,9,,0
27451,822,923,6,LIVING_DINING_ROOM,2,3,2500.0,74.0,2000.0,4,21,100.0,0
19170,888,984,1,LIVING_DINING_ROOM,1,1,380.0,,380.0,,6,,0
1317,420,520,3,KITCHEN,1,1,1700.0,40.0,975.0,1,30,150.0,706
971,614,724,12,LIVING_DINING_ROOM,2,2,1650.0,54.0,700.0,1,7,,0
14278,141,893,1,NON_RELATED,3,3,900.0,100.0,1690.0,3,8,80.0,100
3544,835,936,1,LIVING_DINING_ROOM,1,1,1050.0,30.0,1050.0,2,18,1.0,36
23096,640,749,6,LIVING_DINING_ROOM,1,2,1480.0,58.0,1480.0,2,27,100.0,164
11866,763,873,1,KITCHEN,1,3,200.0,40.0,750.0,2,9,29.0,0
29860,465,568,3,ROOM_BEDROOM,1,2,500.0,53.0,850.0,1,35,0.0,0
27176,982,1067,1,TERRACE,3,3,100.0,58.0,1650.0,6,15,0.0,642
4247,1334,1414,1,KITCHEN,2,2,1000.0,52.0,1848.0,4,105,170.0,89
18410,141,759,1,LIVING_DINING_ROOM,1,2,750.0,100.0,2750.0,2,48,0.0,0
8870,349,440,1,LIVING_DINING_ROOM,1,1,1500.0,45.0,1350.0,1,7,150.0,618
17622,465,49,6,LIVING_DINING_ROOM,1,1,500.0,31.0,935.0,1,12,,0
24580,50,70,1,ROOM_BEDROOM,2,3,2750.0,60.0,2750.0,4,21,50.0,638
10084,107,131,1,OUTDOOR_BUILDING,1,1,500.0,,375.0,,6,0.0,0
5389,574,687,3,LIVING_DINING_ROOM,2,2,2500.0,85.0,2500.0,4,11,290.0,0
22562,822,923,3,TERRACE,2,3,2500.0,73.0,2500.0,3,22,0.0,301
20882,1194,1248,1,ROOM_BEDROOM,1,2,4000.0,58.0,1800.0,2,5,150.0,466
31403,290,375,1,LIVING_DINING_ROOM,14,14,950.0,65.0,950.0,5,36,100.0,184
4637,656,766,3,BATHROOM,1,1,500.0,,1400.0,,2,0.0,0
31414,271,356,6,LIVING_DINING_ROOM,1,2,1590.0,75.0,1590.0,2,7,0.0,0
29389,832,932,1,,1,1,500.0,,650.0,,,,0
7767,845,943,9,ROOM_BEDROOM,1,1,1580.0,20.0,790.0,1,5,190.0,9377
31482,967,1054,2,LIVING_DINING_ROOM,1,2,2200.0,70.0,1390.0,2,18,70.0,899
17088,141,893,4,LIVING_DINING_ROOM,2,2,1000.0,64.0,1790.0,3,27,250.0,0
16169,656,766,3,LIVING_DINING_ROOM,1,2,5780.0,80.0,2400.0,2,18,250.0,305
1090,271,356,1,LIVING_DINING_ROOM,2,2,3000.0,48.0,1500.0,2,14,200.0,77
5243,349,440,1,LIVING_DINING_ROOM,1,2,1500.0,30.0,1205.0,2,1,0.0,0
19403,263,348,1,LIVING_DINING_ROOM,1,2,1000.0,47.0,1000.0,2,8,0.0,985
26499,259,343,6,NON_RELATED,1,1,1200.0,30.0,610.0,1,5,60.0,0
3030,168,223,6,LIVING_DINING_ROOM,1,2,1000.0,52.0,1485.0,2,23,225.0,414
18075,465,374,3,LIVING_DINING_ROOM,1,1,2000.0,35.0,1149.0,1,11,175.0,281
26933,444,544,12,LIVING_DINING_ROOM,1,2,3000.0,65.0,1500.0,2,8,180.0,84
32678,271,356,1,LIVING_DINING_ROOM,1,1,890.0,,890.0,,5,,0
28741,141,893,3,,1,2,3180.0,42.0,1590.0,2,,0.0,0
27405,320,405,1,LIVING_DINING_ROOM,1,1,1000.0,29.0,1109.0,2,9,99.0,445
10714,701,809,1,KITCHEN,1,1,1200.0,55.0,1200.0,3,13,35.0,39
5407,822,923,6,LIVING_DINING_ROOM,1,2,2000.0,65.0,1215.0,2,9,100.0,0
19657,271,356,1,LIVING_DINING_ROOM,1,1,350.0,35.0,670.0,1,8,50.0,1399
22173,141,576,1,LIVING_DINING_ROOM,1,1,500.0,59.0,500.0,2,6,0.0,0
