index,city,district,min_booking_duration,first_pic_category,beds,rooms,deposit,area,price,accommodates,number_of_pics,cleaning_fee,clicks
22464,750,855,6,KITCHEN,4,3,2000.0,73.0,1500.0,6,13,140.0,978
30251,141,458,3,LIVING_DINING_ROOM,3,3,2000.0,100.0,2200.0,3,36,0.0,0
2531,465,49,3,LIVING_DINING_ROOM,1,2,1350.0,46.0,1350.0,2,15,80.0,587
14282,465,568,3,LIVING_DINING_ROOM,4,2,1040.0,46.0,1040.0,4,10,60.0,0
28264,822,923,1,KITCHEN,2,3,2500.0,105.0,2200.0,3,15,0.0,0
15630,141,906,3,OUTDOOR_HOUSE,1,2,1150.0,65.0,1150.0,1,6,0.0,8
25786,1194,1248,3,KITCHEN,3,3,0.0,90.0,2520.0,4,8,0.0,440
5818,822,923,1,LIVING_DINING_ROOM,1,1,500.0,,2800.0,,1,0.0,0
32981,888,984,1,LIVING_DINING_ROOM,2,2,2500.0,50.0,1350.0,2,6,150.0,363
16619,656,766,3,KITCHEN,1,1,1200.0,30.0,2000.0,2,21,60.0,166
25530,1359,1388,1,LIVING_DINING_ROOM,1,1,1200.0,36.0,630.0,1,8,100.0,1021
17508,141,759,5,LIVING_DINING_ROOM,1,1,1600.0,32.0,1150.0,1,26,150.0,1666
23234,271,356,1,,2,3,3000.0,82.0,1300.0,2,,200.0,0
407,141,29,2,LIVING_DINING_ROOM,2,4,1300.0,78.0,1300.0,3,15,150.0,1315
1886,141,893,1,ROOM_BEDROOM,1,1,500.0,59.0,500.0,2,1,0.0,0
24900,318,403,6,LIVING_DINING_ROOM,2,2,1450.0,53.0,1450.0,2,12,150.0,12
11162,141,458,1,,1,1,500.0,,11267.0,,,,0
32037,16,19,1,OUTDOOR_HOUSE,1,1,500.0,,225.0,,1,,0
19613,473,575,1,ROOM_BEDROOM,3,1,0.0,20.0,1080.0,3,3,0.0,1612
13990,141,458,2,OUTDOOR_BUILDING,3,3,1740.0,74.0,1740.0,2,15,90.0,133
15765,141,823,3,LIVING_DINING_ROOM,1,2,500.0,64.0,1045.0,2,6,0.0,0
20651,465,568,6,ROOM_BEDROOM,1,1,1540.0,24.0,770.0,1,9,100.0,1065
19822,271,356,1,LIVING_DINING_ROOM,3,3,1110.0,80.0,2200.0,4,8,65.0,619
11855,888,984,6,LIVING_DINING_ROOM,2,2,1600.0,42.0,1100.0,2,7,50.0,0
7437,141,951,2,LIVING_DINING_ROOM,3,3,6000.0,90.0,4000.0,4,12,100.0,483
32499,888,984,1,LIVING_DINING_ROOM,1,2,1560.0,33.0,780.0,1,6,150.0,7039
1454,141,759,6,ROOM_BEDROOM,1,1,2300.0,40.0,1150.0,2,26,180.0,908
994,656,766,3,OUTDOOR_HOUSE,1,1,1000.0,40.0,2000.0,2,14,100.0,74
7201,465,374,3,LIVING_DINING_ROOM,0,2,2798.0,51.0,1399.0,2,18,150.0,1342
12960,1304,1342,1,LIVING_DINING_ROOM,1,1,0.0,30.0,1100.0,1,20,0.0,571
11865,822,923,6,LIVING_DINING_ROOM,1,1,2500.0,38.0,1500.0,1,4,100.0,0
5125,465,374,3,LIVING_DINING_ROOM,1,2,3300.0,62.0,1435.0,2,18,0.0,0
24090,819,920,1,LIVING_DINING_ROOM,1,1,494.0,,494.0,,12,,0
25263,141,458,1,,1,1,1830.0,,1830.0,,,,0
12288,141,893,2,LIVING_DINING_ROOM,2,3,0.0,140.0,2800.0,3,29,0.0,0
22114,141,496,6,ROOM_BEDROOM,1,1,1283.0,17.0,855.0,1,11,0.0,2394
19848,66,90,1,BATHROOM,1,1,150.0,35.0,850.0,2,4,100.0,0
14334,656,766,3,ROOM_BEDROOM,1,1,1200.0,23.0,1242.0,2,16,100.0,311
2929,141,1379,3,OUTDOOR_BUILDING,1,2,1750.0,50.0,1750.0,2,33,150.0,1438
19544,465,567,3,ROOM_BEDROOM,1,2,1000.0,42.0,1300.0,2,11,100.0,87
4424,320,405,6,LIVING_DINING_ROOM,1,1,625.0,30.0,625.0,2,11,50.0,697
13874,378,476,6,LIVING_DINING_ROOM,1,2,1580.0,61.0,1580.0,2,10,0.0,0
33607,822,923,1,EMPTY_ROOM,1,1,500.0,,1590.0,,6,,0
7843,738,845,1,LIVING_DINING_ROOM,1,2,1600.0,30.0,810.0,2,8,50.0,400
226,141,893,3,LIVING_DINING_ROOM,1,2,3500.0,77.0,2250.0,2,13,150.0,660
31852,888,984,1,LIVING_DINING_ROOM,1,1,1500.0,27.0,780.0,1,10,0.0,1
28805,141,599,2,LIVING_DINING_ROOM,4,5,500.0,130.0,2420.0,4,28,0.0,176
11220,656,766,3,LIVING_DINING_ROOM,1,2,500.0,44.0,490.0,1,6,0.0,0
30193,465,567,3,LIVING_DINING_ROOM,1,1,2000.0,32.0,1149.0,1,11,125.0,994
8899,1,0,3,LIVING_DINING_ROOM,4,5,950.0,105.0,950.0,4,9,20.0,0
16626,308,392,2,LIVING_DINING_ROOM,1,1,500.0,35.0,680.0,1,10,0.0,0
1100,141,759,1,ROOM_BEDROOM,1,2,500.0,17.0,500.0,1,7,,0
12943,320,405,4,ROOM_BEDROOM,1,2,2000.0,49.0,1075.0,2,27,79.0,183
18829,185,998,2,LIVING_DINING_ROOM,1,2,1360.0,68.0,1360.0,1,12,100.0,293
29697,141,599,1,LIVING_DINING_ROOM,0,3,2200.0,80.0,1166.0,,9,,0
30026,473,575,1,,1,1,500.0,,0.0,,,0.0,0
22388,1359,1388,3,KITCHEN,1,1,790.0,36.0,790.0,1,21,0.0,0
26799,141,287,1,LIVING_DINING_ROOM,1,1,500.0,,500.0,,5,,0
18696,985,1070,3,LIVING_DINING_ROOM,2,1,1190.0,35.0,1190.0,2,13,95.0,637
15276,232,307,2,LIVING_DINING_ROOM,1,2,1000.0,80.0,1300.0,1,17,100.0,0
26554,349,440,5,LIVING_DINING_ROOM,1,2,2000.0,56.0,1260.0,2,7,,0
33862,822,923,1,ROOM_BEDROOM,1,1,500.0,32.0,500.0,2,5,0.0,0
17924,822,923,1,ROOM_BEDROOM,1,1,1000.0,25.0,2850.0,3,16,85.0,568
11251,141,893,2,LIVING_DINING_ROOM,2,3,300.0,95.0,3500.0,4,24,350.0,185
21467,473,575,1,LIVING_DINING_ROOM,2,2,1940.0,61.0,1940.0,3,17,85.0,727
420,1020,751,1,,1,1,650.0,56.0,650.0,1,,,0
2252,349,440,1,LIVING_DINING_ROOM,1,1,0.0,35.0,1400.0,1,20,100.0,699
13430,656,766,3,LIVING_DINING_ROOM,1,2,2700.0,40.0,1350.0,2,10,100.0,716
12068,141,1261,1,LIVING_DINING_ROOM,1,1,1500.0,32.0,1199.0,1,27,219.0,1603
5589,141,893,1,LIVING_DINING_ROOM,1,1,500.0,36.0,824.0,2,12,,0
14062,141,1052,6,LIVING_DINING_ROOM,3,3,2985.0,96.0,1990.0,2,37,249.0,1885
31314,141,860,1,ROOM_BEDROOM,1,1,1000.0,28.0,890.0,2,23,150.0,540
19291,1194,1248,1,ROOM_BEDROOM,1,2,1500.0,46.0,1500.0,2,7,150.0,1
29826,141,458,3,ROOM_BEDROOM,3,3,2370.0,65.0,2505.0,3,6,0.0,0
31740,712,819,2,OUTDOOR_HOUSE,1,2,1440.0,61.0,1440.0,2,12,100.0,0
24979,141,458,1,,1,3,5000.0,90.0,2500.0,2,,,0
29972,141,1052,2,LIVING_DINING_ROOM,2,2,1670.0,68.0,1670.0,4,36,0.0,1285
23779,141,893,1,LIVING_DINING_ROOM,4,4,3500.0,107.0,2800.0,5,23,200.0,293
27896,141,458,1,LIVING_DINING_ROOM,2,2,1400.0,75.0,1400.0,2,10,80.0,177
31548,701,809,1,ROOM_BEDROOM,2,2,1500.0,40.0,770.0,3,9,120.0,874
24392,141,1192,2,ROOM_BEDROOM,1,3,3360.0,54.0,1785.0,2,10,300.0,0
1855,324,408,6,ROOM_BEDROOM,1,1,1800.0,51.0,1080.0,2,17,150.0,610
2553,141,893,1,LIVING_DINING_ROOM,2,2,1250.0,53.0,1970.0,3,23,150.0,88
12484,465,1325,6,ROOM_BEDROOM,1,2,1500.0,40.0,1100.0,2,9,0.0,0
19409,465,49,6,LIVING_DINING_ROOM,0,1,2348.0,22.0,1150.0,2,8,0.0,2
9045,1323,1358,1,ROOM_BEDROOM,3,1,0.0,35.0,2200.0,3,14,50.0,11
27897,141,893,2,LIVING_DINING_ROOM,1,2,1500.0,51.0,1950.0,2,9,80.0,21
25511,141,759,1,ROOM_BEDROOM,1,1,450.0,30.0,1350.0,2,12,60.0,1679
20359,141,1024,2,LIVING_DINING_ROOM,1,2,1785.0,55.0,1190.0,2,16,50.0,2
20902,465,567,3,KITCHEN,1,2,1300.0,50.02,900.0,1,7,100.0,300
21318,146,183,1,WATER_VIEW,1,1,500.0,,1130.0,,13,,0
29536,168,223,6,LIVING_DINING_ROOM,1,2,1320.0,60.0,1300.0,2,11,100.0,331
22775,141,1052,1,,0,0,1200.0,,1200.0,,,,0
15829,656,766,3,GARDEN,1,1,1500.0,34.0,850.0,2,12,100.0,43
11205,141,893,3,LIVING_DINING_ROOM,2,3,2200.0,92.0,2200.0,4,53,0.0,20
31506,141,1261,1,BATHROOM,1,1,1500.0,25.0,900.0,1,33,219.0,2963
7871,822,923,6,OUTDOOR_HOUSE,3,4,6000.0,124.0,3100.0,5,4,150.0,993
28607,141,452,12,LIVING_DINING_ROOM,4,5,3000.0,95.0,2490.0,4,48,100.0,350
16955,141,1024,3,LIVING_DINING_ROOM,2,2,1400.0,67.0,1400.0,3,11,0.0,0
3198,141,893,3,ROOM_BEDROOM,3,2,950.0,45.0,2000.0,3,11,60.0,1781
12867,888,984,1,LIVING_DINING_ROOM,1,1,300.0,27.0,1549.0,1,9,100.0,909
28857,465,169,3,LIVING_DINING_ROOM,1,2,1149.0,50.0,1149.0,2,18,0.0,1310
6073,343,435,1,,1,1,500.0,,500.0,,,0.0,0
16504,271,356,1,OUTDOOR_BUILDING,2,2,3000.0,78.0,1500.0,2,18,150.0,0
554,822,923,6,LIVING_DINING_ROOM,1,2,6400.0,80.0,3200.0,2,8,180.0,0
31526,430,527,1,KITCHEN,1,1,0.0,30.0,550.0,2,24,0.0,485
25594,656,766,3,,1,1,500.0,,350.0,,,0.0,0
33743,141,893,2,OUTDOOR_HOUSE,2,2,1500.0,50.0,1400.0,2,7,100.0,1468
21193,279,35,1,LIVING_DINING_ROOM,2,3,2500.0,86.0,2000.0,4,23,100.0,685
11883,822,923,3,KITCHEN,1,2,3800.0,60.0,1950.0,2,8,0.0,0
18199,168,223,6,LIVING_DINING_ROOM,1,1,500.0,,480.0,,5,0.0,0
7824,1194,1248,4,ROOM_BEDROOM,0,1,2180.0,30.0,1090.0,1,7,0.0,83
2192,320,405,1,ROOM_BEDROOM,3,1,1150.0,45.0,1150.0,4,15,80.0,89
27261,50,70,4,LIVING_DINING_ROOM,1,2,1300.0,40.0,1450.0,2,16,0.0,301
3299,415,1414,1,LIVING_DINING_ROOM,4,3,1000.0,77.0,1782.0,6,48,90.0,22
28376,141,452,1,LIVING_DINING_ROOM,1,1,1000.0,30.0,1300.0,2,13,60.0,586
27874,271,356,1,LIVING_DINING_ROOM,1,1,1400.0,31.0,750.0,1,11,135.0,0
31199,141,893,1,ROOM_BEDROOM,1,1,500.0,59.0,500.0,2,6,0.0,0
4488,141,416,1,LIVING_DINING_ROOM,0,0,1500.0,,1500.0,,13,,0
3667,349,440,3,ROOM_BEDROOM,1,1,850.0,26.0,850.0,1,6,0.0,959
5979,141,893,1,OUTDOOR_BUILDING,2,2,1000.0,49.0,1600.0,2,18,50.0,101
14664,141,287,3,ROOM_BEDROOM,4,3,1200.0,59.0,2590.0,4,35,120.0,753
4075,271,356,3,LIVING_DINING_ROOM,1,1,900.0,30.0,900.0,1,11,50.0,46
576,141,893,1,LIVING_DINING_ROOM,2,3,1500.0,120.0,3250.0,3,10,120.0,2249
20026,822,923,6,LIVING_DINING_ROOM,1,2,2500.0,60.0,1690.0,2,9,70.0,433
14945,271,356,1,LIVING_DINING_ROOM,1,1,0.0,31.0,1790.0,2,9,0.0,434
33790,378,476,1,ROOM_BEDROOM,1,1,0.0,18.0,1500.0,2,9,0.0,504
18084,141,1052,1,,1,1,500.0,0.0,1700.0,0,,0.0,0
23468,271,356,3,LIVING_DINING_ROOM,2,2,1150.0,52.0,1150.0,2,15,80.0,625
8851,141,1349,3,LIVING_DINING_ROOM,2,1,1000.0,40.0,720.0,1,8,60.0,950
14199,656,766,3,LIVING_ROOM,1,2,1850.0,73.0,1850.0,2,52,100.0,1187
29183,320,405,1,LIVING_DINING_ROOM,3,3,800.0,65.0,1000.0,5,13,50.0,103
3793,315,268,3,ROOM_BEDROOM,1,1,700.0,22.5,490.0,1,8,20.0,259
33155,473,575,1,ROOM_BEDROOM,3,1,0.0,30.0,1350.0,3,20,0.0,447
4907,141,893,3,LIVING_DINING_ROOM,1,1,2000.0,45.0,1380.0,1,30,75.0,767
30186,465,577,3,LIVING_DINING_ROOM,2,2,1100.0,55.0,1300.0,2,17,120.0,150
2724,822,923,6,LIVING_DINING_ROOM,1,1,3300.0,35.0,1530.0,0,10,0.0,0
25449,141,269,1,,0,0,1000.0,,1000.0,,,,0
7321,822,923,3,LIVING_DINING_ROOM,1,2,3560.0,50.0,1780.0,2,21,150.0,325
30375,141,452,1,,1,1,500.0,,1000.0,,,0.0,0
27517,141,248,4,LIVING_DINING_ROOM,2,4,3000.0,105.0,1500.0,3,11,50.0,185
13852,141,1024,6,LIVING_DINING_ROOM,1,2,1500.0,72.0,1370.0,2,4,50.0,6
24563,141,1052,1,LIVING_DINING_ROOM,1,2,2000.0,63.0,1790.0,2,32,100.0,918
12286,271,356,3,LIVING_DINING_ROOM,1,2,3600.0,60.0,1790.0,2,8,150.0,0
16794,656,766,3,LIVING_DINING_ROOM,1,2,500.0,80.0,1300.0,4,20,200.0,0
31229,141,893,6,,2,3,1500.0,96.0,1800.0,4,,130.0,0
13035,656,766,3,ROOM_BEDROOM,0,1,1000.0,19.0,1080.0,2,18,0.0,110
12563,701,809,1,LIVING_DINING_ROOM,2,2,1000.0,65.0,950.0,4,14,80.0,135
23301,465,567,3,LIVING_DINING_ROOM,2,2,500.0,55.0,1600.0,2,15,80.0,0
20162,141,872,1,LIVING_DINING_ROOM,0,2,0.0,32.0,3300.0,4,3,0.0,1440
24345,701,809,3,ROOM_BEDROOM,2,2,0.0,31.0,799.0,3,8,20.0,1242
13690,681,790,1,OUTDOOR_BUILDING,0,4,3250.0,95.0,3250.0,10,32,400.0,48
3132,141,893,3,LIVING_DINING_ROOM,2,2,3000.0,80.0,1550.0,3,14,100.0,0
15565,141,458,6,ROOM_BEDROOM,1,2,1863.0,53.0,1863.0,3,13,250.0,193
14867,911,1005,3,LIVING_DINING_ROOM,1,1,700.0,22.0,740.0,1,16,0.0,491
24039,822,923,3,LIVING_DINING_ROOM,3,3,5600.0,95.0,2800.0,2,22,150.0,377
6704,141,893,3,LIVING_DINING_ROOM,1,2,1000.0,58.0,1150.0,2,10,120.0,1
6471,141,458,3,LIVING_DINING_ROOM,2,3,3500.0,84.0,1539.0,3,30,,0
14821,822,923,6,LIVING_DINING_ROOM,1,2,5000.0,60.0,1700.0,2,19,200.0,0
20750,465,577,3,LIVING_DINING_ROOM,1,2,2000.0,45.0,990.0,2,14,0.0,254
1534,822,923,1,,1,1,1380.0,,1380.0,,,,0
23802,141,287,6,LIVING_DINING_ROOM,2,3,2890.0,110.0,2890.0,5,27,0.0,167
23576,141,759,3,LIVING_DINING_ROOM,1,2,2000.0,52.25,1250.0,2,28,75.0,125
32217,701,809,1,LIVING_DINING_ROOM,6,4,1500.0,80.0,1399.0,6,20,120.0,491
20693,656,766,3,NON_RELATED,6,5,700.0,70.0,1500.0,4,26,50.0,915
8885,1056,1135,1,ROOM_BEDROOM,4,3,1750.0,48.0,1750.0,4,37,200.0,124
5564,349,440,1,LIVING_DINING_ROOM,1,2,1500.0,50.0,1690.0,2,16,129.0,0
6928,141,287,4,LIVING_DINING_ROOM,1,2,1780.0,68.0,1780.0,2,10,90.0,53
24817,259,343,1,LIVING_DINING_ROOM,1,1,500.0,12.0,435.0,1,7,100.0,37
6820,656,766,3,KITCHEN,1,1,1190.0,24.0,990.0,2,12,80.0,42
32895,255,338,1,,2,3,0.0,81.0,1300.0,4,,120.0,0
10561,636,745,1,,1,1,500.0,,0.0,,,0.0,0
19538,822,923,1,LIVING_DINING_ROOM,5,3,3900.0,98.0,3500.0,7,19,150.0,53
340,819,920,1,ROOM_BEDROOM,2,3,0.0,55.0,1350.0,3,24,150.0,130
8332,349,440,6,ROOM_BEDROOM,1,2,3600.0,55.0,1390.0,2,30,130.0,318
4159,1,0,3,LIVING_DINING_ROOM,4,3,0.0,56.0,1829.0,4,39,0.0,736
28729,386,486,1,EMPTY_ROOM,1,1,500.0,68.0,580.0,1,5,,0
30031,465,577,3,LIVING_DINING_ROOM,1,1,500.0,,500.0,,1,0.0,0
17988,656,766,3,ROOM_BEDROOM,1,1,500.0,30.0,1200.0,2,17,150.0,207
15643,951,333,1,OUTDOOR_HOUSE,2,2,0.0,50.0,800.0,2,8,48.0,484
257,1157,1219,1,UNCATEGORIZED,3,1,0.0,35.0,2200.0,3,10,40.0,3
19599,141,759,6,LIVING_DINING_ROOM,1,2,1500.0,45.0,1180.0,2,26,150.0,529
11148,141,893,1,LIVING_DINING_ROOM,1,1,500.0,,1690.0,,1,0.0,0
7605,483,587,1,KITCHEN,1,5,4000.0,160.0,2200.0,2,18,100.0,1260
14641,271,356,3,ROOM_BEDROOM,1,1,800.0,25.0,650.0,2,6,65.0,908
21780,822,923,1,,0,0,1000.0,,1000.0,,,,0
21431,141,759,2,LIVING_DINING_ROOM,1,1,2000.0,100.0,2350.0,2,12,0.0,0
28842,141,759,1,,1,1,500.0,,2000.0,,,0.0,0
30336,701,809,1,ROOM_BEDROOM,1,1,500.0,42.0,2130.0,3,7,0.0,76
33688,271,356,6,LIVING_DINING_ROOM,1,2,3000.0,38.0,1200.0,2,29,150.0,0
31351,271,356,1,LIVING_DINING_ROOM,1,1,500.0,45.0,500.0,2,6,0.0,0
24743,141,759,3,BATHROOM,1,2,3500.0,40.0,1750.0,2,19,30.0,997
33738,746,853,1,ROOM_BEDROOM,1,1,500.0,27.0,680.0,1,10,50.0,0
22555,822,923,1,LIVING_DINING_ROOM,1,2,3500.0,53.0,1950.0,2,1,70.0,0
29305,473,575,1,ROOM_BEDROOM,1,1,0.0,12.0,900.0,1,3,0.0,2446
16109,141,893,3,LIVING_DINING_ROOM,1,2,3000.0,81.0,1950.0,2,30,150.0,0
5605,465,49,3,LIVING_DINING_ROOM,1,2,1785.0,65.0,1190.0,2,19,0.0,0
30807,349,440,6,LIVING_DINING_ROOM,2,2,500.0,72.0,990.0,1,3,0.0,0
27100,141,576,2,KITCHEN,2,3,4000.0,77.0,2500.0,4,19,120.0,1060
32961,441,541,1,LIVING_DINING_ROOM,1,2,500.0,60.0,1800.0,2,24,75.0,501
23996,141,287,1,LIVING_DINING_ROOM,2,6,4750.0,250.0,4750.0,4,21,200.0,391
24806,888,984,6,LIVING_ROOM,1,1,1580.0,30.0,790.0,2,15,120.0,173
29882,185,605,1,,1,1,500.0,,470.0,,,0.0,0
27973,141,893,3,LIVING_DINING_ROOM,1,2,1000.0,60.0,1590.0,4,7,,0
29462,141,759,3,ROOM_BEDROOM,1,2,1490.0,50.0,1490.0,2,21,175.0,1308
31332,349,440,1,LIVING_DINING_ROOM,1,2,1000.0,38.0,2410.0,2,8,119.0,102
30930,1334,1414,1,NON_RELATED,1,2,1000.0,30.0,1386.0,2,79,140.0,272
25570,822,923,1,,1,1,500.0,,2000.0,,,,0
6884,141,1379,6,LIVING_DINING_ROOM,2,2,3400.0,73.0,1700.0,2,15,100.0,202
5973,141,576,1,LIVING_DINING_ROOM,1,2,3000.0,60.0,1500.0,2,18,80.0,223
14326,141,206,1,,1,1,1236.0,,1236.0,,,,0
32614,656,766,3,UNCATEGORIZED,1,1,750.0,25.0,750.0,1,9,100.0,0
27352,912,1006,1,LIVING_DINING_ROOM,3,4,2500.0,100.0,2490.0,2,12,100.0,544
51,271,356,1,UNCATEGORIZED,1,2,1000.0,60.0,1580.0,2,20,150.0,489
27390,141,759,3,LIVING_DINING_ROOM,1,2,1000.0,58.0,1600.0,1,9,100.0,0
32580,465,567,3,LIVING_DINING_ROOM,2,2,2500.0,70.0,1970.0,2,43,80.0,1314
30151,349,440,1,,1,1,3000.0,,3000.0,,,,0
7584,141,951,4,LIVING_DINING_ROOM,4,2,1190.0,50.0,1190.0,3,20,0.0,164
9555,141,287,6,LIVING_DINING_ROOM,1,1,1690.0,56.0,1690.0,2,18,150.0,926
18937,141,496,3,LIVING_DINING_ROOM,2,2,1250.0,70.0,1250.0,2,15,0.0,8
13070,656,766,6,KITCHEN,1,2,3500.0,61.0,1890.0,2,12,150.0,251
15378,116,140,12,GARDEN,1,3,900.0,50.0,550.0,1,1,0.0,0
4359,141,893,3,KITCHEN,1,1,1500.0,55.0,1890.0,2,24,100.0,546
28774,822,923,1,LIVING_DINING_ROOM,1,2,1800.0,64.0,1800.0,2,9,100.0,0
1598,465,568,3,LIVING_DINING_ROOM,2,1,1500.0,31.0,990.0,1,12,30.0,31
116,141,951,1,LIVING_DINING_ROOM,2,3,1800.0,90.0,1800.0,3,11,150.0,1869
2750,141,1261,1,UNCATEGORIZED,2,1,1250.0,40.0,1250.0,4,11,50.0,1912
2903,1056,1135,1,LIVING_DINING_ROOM,2,3,150.0,75.0,1890.0,3,11,49.0,82
30913,349,440,1,LIVING_DINING_ROOM,1,2,1500.0,50.0,1350.0,2,17,0.0,14
18595,141,287,1,,1,1,500.0,,1100.0,,,0.0,0
22457,894,988,1,LIVING_DINING_ROOM,1,1,1140.0,35.0,1140.0,2,11,0.0,610
17461,271,356,3,LIVING_DINING_ROOM,1,2,1200.0,48.0,1200.0,2,14,75.0,449
10702,141,458,2,LIVING_DINING_ROOM,2,3,4900.0,86.0,2700.0,4,12,300.0,0
27215,205,273,1,,1,1,500.0,,500.0,,,,0
27347,141,759,2,KITCHEN,1,2,2000.0,58.0,1350.0,1,6,100.0,0
20508,271,356,3,STAIRS,1,2,1095.0,34.0,1095.0,2,29,150.0,79
878,574,687,6,LIVING_DINING_ROOM,2,3,4200.0,90.0,2100.0,3,18,150.0,695
33021,349,440,2,LIVING_DINING_ROOM,3,3,1500.0,75.0,1680.0,4,15,50.0,34
891,656,766,3,LIVING_DINING_ROOM,3,5,2400.0,105.0,1750.0,4,11,150.0,0
17837,656,766,3,ROOM_BEDROOM,6,3,300.0,60.0,2500.0,4,11,50.0,484
23308,465,567,3,KITCHEN,1,2,3000.0,73.0,2000.0,2,26,180.0,1024
8577,259,343,1,LIVING_DINING_ROOM,2,2,1500.0,57.0,1099.0,2,18,150.0,25
22995,271,356,1,LIVING_DINING_ROOM,1,2,2600.0,37.0,1300.0,2,20,200.0,884
9601,656,766,3,LIVING_DINING_ROOM,3,5,1750.0,115.0,1750.0,3,32,200.0,0
9959,141,496,12,ROOM_BEDROOM,1,1,2000.0,33.0,1200.0,1,17,0.0,412
9765,237,313,3,LIVING_DINING_ROOM,3,7,1500.0,160.0,1500.0,4,9,200.0,0
8166,861,959,3,HALL_CORRIDOR,1,2,1000.0,35.0,699.0,1,13,150.0,693
7138,420,520,2,KITCHEN,1,2,1000.0,61.0,990.0,2,15,150.0,844
10877,909,1004,1,KITCHEN,1,1,500.0,55.0,550.0,1,9,,0
437,141,773,1,LIVING_DINING_ROOM,1,3,1300.0,76.0,1300.0,3,25,75.0,87
5436,271,356,1,LIVING_DINING_ROOM,3,3,3200.0,84.0,1600.0,3,22,150.0,349
6541,141,1024,1,ROOM_BEDROOM,1,1,950.0,41.0,999.0,2,13,,0
30358,141,759,6,KITCHEN,1,2,2000.0,75.0,1999.0,2,9,50.0,0
8952,141,1379,3,LIVING_DINING_ROOM,1,2,1300.0,54.0,1300.0,2,16,120.0,0
6010,141,951,1,LIVING_DINING_ROOM,1,2,500.0,67.0,1200.0,2,11,,0
24600,141,287,2,UNCATEGORIZED,1,1,2000.0,40.0,895.0,1,6,70.0,0
12493,141,458,3,LIVING_DINING_ROOM,1,1,2800.0,48.0,1390.0,2,32,70.0,228
9832,141,1024,2,HALL_CORRIDOR,1,1,950.0,34.0,915.0,2,31,,0
3245,465,568,4,LIVING_DINING_ROOM,2,2,2100.0,48.0,1050.0,2,29,100.0,118
17470,465,49,3,LIVING_DINING_ROOM,1,2,500.0,50.0,2500.0,2,18,150.0,192
9053,1337,1368,1,LIVING_DINING_ROOM,1,2,2000.0,55.0,1150.0,2,4,100.0,0
2550,141,1052,1,LIVING_DINING_ROOM,1,2,1500.0,55.0,1090.0,1,14,0.0,0
26404,141,416,1,LIVING_DINING_ROOM,0,0,1500.0,,1500.0,,13,,0
15496,141,893,3,UNCATEGORIZED,1,2,1800.0,37.0,1390.0,1,12,100.0,2040
25017,465,49,1,ROOM_BEDROOM,2,2,2700.0,32.0,2700.0,2,4,0.0,622
19640,141,893,3,LIVING_DINING_ROOM,1,2,5000.0,114.0,2900.0,3,26,300.0,182
5920,473,575,1,LIVING_DINING_ROOM,1,1,800.0,42.0,790.0,2,12,,0
32410,259,343,1,LIVING_DINING_ROOM,1,2,1500.0,37.0,1140.0,2,11,50.0,703
2671,141,496,3,LIVING_DINING_ROOM,1,2,1600.0,61.0,1800.0,4,11,100.0,0
54,822,923,12,ROOM_BEDROOM,1,1,2250.0,16.0,850.0,2,11,100.0,563
33649,271,356,3,NON_RELATED,2,2,800.0,65.0,1480.0,4,21,100.0,648
15799,141,458,3,LIVING_DINING_ROOM,1,2,950.0,49.0,1130.0,2,29,30.0,3
11572,1194,1248,3,LIVING_DINING_ROOM,2,2,1000.0,67.0,1390.0,2,9,100.0,0
9454,656,766,3,LIVING_DINING_ROOM,1,2,2180.0,50.0,1090.0,2,7,0.0,507
13590,822,923,1,LIVING_DINING_ROOM,1,1,1000.0,36.0,4500.0,2,19,350.0,143
16303,465,568,3,,1,1,500.0,,2000.0,,,0.0,0
27121,141,823,2,LIVING_DINING_ROOM,3,4,2750.0,120.0,2750.0,6,27,60.0,592
10287,822,923,3,LIVING_DINING_ROOM,1,2,2500.0,45.0,1300.0,1,21,0.0,0
29905,271,356,1,LIVING_DINING_ROOM,1,2,2600.0,110.0,2600.0,2,4,0.0,0
13679,822,923,3,OUTDOOR_HOUSE,3,4,2590.0,135.0,2650.0,4,38,350.0,595
4504,349,440,1,UNCATEGORIZED,1,1,0.0,36.0,1950.0,2,11,0.0,77
19184,431,528,1,LIVING_DINING_ROOM,2,1,1100.0,43.0,1100.0,2,9,80.0,391
2610,824,925,6,LIVING_DINING_ROOM,1,2,2000.0,34.0,1100.0,2,12,0.0,190
2074,141,458,1,LIVING_DINING_ROOM,1,1,980.0,35.0,1250.0,2,15,60.0,0
7342,13,14,1,LIVING_DINING_ROOM,3,3,1000.0,130.0,1490.0,4,12,100.0,237
13680,465,374,3,OUTDOOR_BUILDING,3,3,6000.0,111.0,4500.0,4,32,180.0,1
13965,656,766,3,LIVING_DINING_ROOM,1,2,1550.0,40.0,1550.0,2,4,0.0,289
24089,141,1052,1,,0,0,1200.0,,1200.0,,,,0
20561,141,458,4,LIVING_ROOM,2,3,4000.0,75.0,2000.0,2,21,100.0,102
2280,465,49,3,LIVING_DINING_ROOM,3,3,2000.0,86.0,2000.0,3,18,100.0,964
19221,349,440,6,ROOM_BEDROOM,1,1,1275.0,28.0,850.0,2,12,100.0,466
29998,141,893,1,,1,1,500.0,,1200.0,,,,0
13712,141,759,3,LIVING_DINING_ROOM,2,3,2740.0,110.0,2740.0,2,7,0.0,156
