district,min_booking_duration,first_pic_category,rooms,deposit,area,price,number_of_pics,cleaning_fee,deposit_ratio,clicks
759,1,KITCHEN,5,1000.0,160.0,2400.0,16.0,85.0,0.4166666666666667,98
893,2,LIVING_DINING_ROOM,3,1500.0,69.0,1500.0,35.0,0.0,1.0,0
520,1,UNCATEGORIZED,2,2400.0,55.0,1200.0,19.0,150.0,2.0,0
923,6,LIVING_DINING_ROOM,2,4000.0,80.0,2150.0,20.0,200.0,1.8604651162790697,0
374,6,OUTDOOR_BUILDING,4,5000.0,94.0,2580.0,22.0,200.0,1.937984496124031,674
374,6,UNCATEGORIZED,2,1000.0,39.0,940.0,8.0,0.0,1.0638297872340425,0
923,6,UNCATEGORIZED,3,1950.0,76.0,1950.0,0.0,240.0,1.0,0
440,1,LIVING_DINING_ROOM,2,1400.0,64.0,1168.0,8.0,0.0,1.1986301369863013,437
0,3,LIVING_DINING_ROOM,2,1200.0,47.0,1200.0,27.0,30.0,1.0,32
893,1,ROOM_BEDROOM,1,500.0,59.0,500.0,8.0,0.0,1.0,0
923,6,LIVING_DINING_ROOM,2,2000.0,52.0,1650.0,21.0,100.0,1.2121212121212122,696
576,1,KITCHEN,1,500.0,55.0,1050.0,1.0,0.0,0.47619047619047616,0
809,1,LIVING_DINING_ROOM,2,1600.0,50.0,1525.0,12.0,160.0,1.0491803278688525,587
1207,1,UNCATEGORIZED,1,500.0,55.0,246.0,0.0,80.0,2.032520325203252,0
759,2,EMPTY_ROOM,2,2200.0,73.0,2200.0,14.0,100.0,1.0,0
759,1,ROOM_BEDROOM,1,500.0,55.0,1000.0,1.0,80.0,0.5,0
356,12,LIVING_DINING_ROOM,2,1600.0,80.0,1660.0,25.0,0.0,0.963855421686747,0
923,2,LIVING_DINING_ROOM,3,3200.0,93.0,2800.0,21.0,200.0,1.1428571428571428,190
374,3,LIVING_DINING_ROOM,1,1600.0,34.0,1070.0,19.0,100.0,1.4953271028037383,1022
343,1,ROOM_BEDROOM,1,500.0,11.0,435.0,9.0,100.0,1.1494252873563218,172
855,1,KITCHEN,3,1000.0,70.0,2100.0,9.0,100.0,0.47619047619047616,413
951,1,UNCATEGORIZED,1,500.0,55.0,2500.0,0.0,80.0,0.2,0
1192,3,LIVING_DINING_ROOM,2,800.0,55.0,900.0,8.0,0.0,0.8888888888888888,0
1192,2,ROOM_BEDROOM,1,500.0,35.0,1300.0,5.0,80.0,0.38461538461538464,839
356,1,KITCHEN,2,500.0,42.0,2500.0,11.0,0.0,0.2,147
440,3,LIVING_DINING_ROOM,2,3000.0,45.0,1550.0,14.0,100.0,1.935483870967742,383
766,3,ROOM_BEDROOM,2,3380.0,62.0,1690.0,19.0,200.0,2.0,464
1414,1,TERRACE,3,3550.0,90.0,1700.0,20.0,100.0,2.088235294117647,404
416,3,KITCHEN,2,500.0,33.0,730.0,8.0,80.0,0.684931506849315,1
759,3,LIVING_DINING_ROOM,2,2000.0,75.0,1600.0,21.0,200.0,1.25,1694
575,2,LIVING_DINING_ROOM,2,1000.0,65.0,1400.0,11.0,100.0,0.7142857142857143,0
496,3,LIVING_DINING_ROOM,3,2000.0,56.0,1250.0,12.0,80.0,1.6,0
923,6,LIVING_DINING_ROOM,2,4000.0,60.0,1960.0,16.0,75.0,2.0408163265306123,0
766,3,ROOM_BEDROOM,1,1190.0,24.0,990.0,18.0,80.0,1.202020202020202,18
923,1,UNCATEGORIZED,1,880.0,28.0,880.0,9.0,300.0,1.0,0
287,2,LIVING_DINING_ROOM,2,3436.0,63.5,1900.0,60.0,150.0,1.808421052631579,0
852,1,UNCATEGORIZED,1,500.0,55.0,1000.0,0.0,80.0,0.5,0
1013,1,UNCATEGORIZED,1,500.0,55.0,990.0,0.0,0.0,0.5050505050505051,0
759,1,UNCATEGORIZED,2,1500.0,50.0,1600.0,14.0,90.0,0.9375,300
1024,3,ROOM_BEDROOM,1,2400.0,43.0,1200.0,12.0,100.0,2.0,1158
1368,1,LIVING_DINING_ROOM,1,1100.0,45.0,690.0,8.0,50.0,1.5942028985507246,0
1248,1,KITCHEN,1,990.0,28.0,890.0,18.0,120.0,1.1123595505617978,861
923,8,LIVING_DINING_ROOM,3,7000.0,85.0,3500.0,13.0,100.0,2.0,0
43,1,LIVING_DINING_ROOM,1,1100.0,50.0,930.0,7.0,60.0,1.1827956989247312,0
356,3,LIVING_DINING_ROOM,2,2000.0,55.0,1400.0,40.0,100.0,1.4285714285714286,229
923,6,ROOM_BEDROOM,1,2400.0,28.0,1250.0,7.0,100.0,1.92,370
440,3,LIVING_DINING_ROOM,2,2780.0,53.0,1390.0,32.0,250.0,2.0,461
923,6,LIVING_DINING_ROOM,2,1650.0,59.0,1650.0,21.0,120.0,1.0,964
759,6,ROOM_BEDROOM,2,2800.0,60.0,1500.0,12.0,130.0,1.8666666666666667,498
976,1,LIVING_DINING_ROOM,3,3000.0,135.83,2400.0,36.0,250.0,1.25,0
923,6,LIVING_DINING_ROOM,3,4000.0,92.0,1800.0,14.0,0.0,2.2222222222222223,0
440,1,BATHROOM,2,2500.0,40.0,1250.0,14.0,150.0,2.0,754
539,1,ROOM_BEDROOM,1,1200.0,38.0,1400.0,10.0,50.0,0.8571428571428571,237
30,3,LIVING_DINING_ROOM,3,1850.0,89.0,1850.0,16.0,100.0,1.0,0
893,1,LIVING_DINING_ROOM,1,2460.0,46.0,1639.0,27.0,219.0,1.50091519219036,2203
1192,1,UNCATEGORIZED,0,1090.0,55.0,1090.0,0.0,80.0,1.0,0
893,6,LIVING_DINING_ROOM,3,2970.0,85.0,3020.0,20.0,150.0,0.9834437086092715,749
1010,2,ROOM_BEDROOM,4,3000.0,120.0,1950.0,7.0,120.0,1.5384615384615385,0
458,1,UNCATEGORIZED,2,3000.0,56.0,2950.0,23.0,150.0,1.0169491525423728,1682
809,1,LIVING_DINING_ROOM,2,900.0,65.0,450.0,14.0,0.0,2.0,1515
1414,12,ROOM_BEDROOM,1,1100.0,23.0,505.0,11.0,85.0,2.1782178217821784,30
951,1,LIVING_DINING_ROOM,2,1000.0,54.0,1290.0,7.0,100.0,0.7751937984496124,0
287,4,LIVING_DINING_ROOM,2,2700.0,47.0,1350.0,29.0,200.0,2.0,791
766,4,LIVING_DINING_ROOM,2,300.0,58.0,850.0,5.0,50.0,0.35294117647058826,0
1192,6,LIVING_DINING_ROOM,1,1280.0,31.0,1280.0,7.0,200.0,1.0,259
886,1,LIVING_DINING_ROOM,3,2400.0,90.0,2400.0,20.0,0.0,1.0,788
1325,3,LIVING_DINING_ROOM,3,1590.0,83.0,1590.0,20.0,0.0,1.0,0
1301,1,HALL_CORRIDOR,2,500.0,75.0,1850.0,9.0,60.0,0.2702702702702703,0
923,1,UNCATEGORIZED,0,2200.0,55.0,2200.0,0.0,80.0,1.0,0
374,3,LIVING_DINING_ROOM,2,750.0,49.0,775.0,22.0,80.0,0.967741935483871,0
766,3,LIVING_DINING_ROOM,5,1500.0,70.0,1300.0,20.0,100.0,1.1538461538461537,811
766,3,ROOM_BEDROOM,1,500.0,20.0,500.0,8.0,50.0,1.0,1462
893,1,POOL,1,500.0,18.0,1170.0,3.0,0.0,0.42735042735042733,375
217,1,TERRACE,0,671.0,55.0,671.0,1.0,80.0,1.0,0
356,6,HALL_CORRIDOR,1,1950.0,34.0,790.0,10.0,60.0,2.4683544303797467,428
356,1,ROOM_BEDROOM,1,1800.0,30.0,990.0,8.0,100.0,1.8181818181818181,21
287,2,LIVING_DINING_ROOM,3,1200.0,90.0,4309.0,5.0,0.0,0.2784868879090276,1358
1067,1,LIVING_DINING_ROOM,4,500.0,102.0,1750.0,9.0,0.0,0.2857142857142857,73
349,1,UNCATEGORIZED,1,990.0,55.0,990.0,0.0,80.0,1.0,0
923,6,LIVING_DINING_ROOM,1,3000.0,30.0,1450.0,14.0,250.0,2.0689655172413794,0
356,2,LIVING_DINING_ROOM,3,2500.0,90.0,1800.0,17.0,300.0,1.3888888888888888,0
759,1,ROOM_BEDROOM,1,550.0,32.0,550.0,6.0,0.0,1.0,0
773,1,LIVING_DINING_ROOM,1,650.0,41.0,750.0,12.0,0.0,0.8666666666666667,0
356,6,LIVING_DINING_ROOM,2,1300.0,58.0,1300.0,17.0,100.0,1.0,0
567,3,LIVING_DINING_ROOM,2,500.0,45.0,500.0,9.0,0.0,1.0,0
567,1,ROOM_BEDROOM,1,1000.0,55.0,1000.0,4.0,80.0,1.0,0
655,1,NON_RELATED,1,500.0,55.0,1500.0,2.0,0.0,0.3333333333333333,0
984,1,KITCHEN,1,800.0,30.0,825.0,7.0,50.0,0.9696969696969697,638
593,1,ROOM_BEDROOM,1,500.0,32.0,1750.0,11.0,150.0,0.2857142857142857,174
1192,1,ROOM_BEDROOM,1,1190.0,30.0,1190.0,28.0,120.0,1.0,4179
923,3,LIVING_DINING_ROOM,3,4600.0,100.0,2300.0,14.0,0.0,2.0,0
577,1,UNCATEGORIZED,0,1500.0,55.0,1500.0,0.0,80.0,1.0,0
951,3,LIVING_DINING_ROOM,2,3920.0,65.0,1960.0,18.0,300.0,2.0,469
567,3,LIVING_DINING_ROOM,1,1500.0,165.0,1500.0,1.0,165.0,1.0,0
372,1,LIVING_DINING_ROOM,4,2000.0,106.0,1800.0,17.0,100.0,1.1111111111111112,3591
49,6,HALL_CORRIDOR,2,1280.0,70.0,1280.0,6.0,0.0,1.0,1
496,6,ROOM_BEDROOM,4,4200.0,80.0,2090.0,16.0,80.0,2.0095693779904304,2016
425,1,LIVING_DINING_ROOM,3,1300.0,77.0,1300.0,10.0,50.0,1.0,0
1192,3,LIVING_ROOM,4,4000.0,170.0,3890.0,8.0,150.0,1.0282776349614395,268
458,3,ROOM_BEDROOM,2,3000.0,65.0,1700.0,25.0,300.0,1.7647058823529411,605
356,6,ROOM_BEDROOM,1,1990.0,32.0,995.0,19.0,150.0,2.0,878
1211,1,HALL_CORRIDOR,2,1500.0,60.0,1290.0,11.0,0.0,1.1627906976744187,274
766,3,UNCATEGORIZED,1,1200.0,55.0,1200.0,0.0,80.0,1.0,0
239,1,DINING_ROOM,2,900.0,48.0,1220.0,13.0,50.0,0.7377049180327869,23
923,3,ROOM_BEDROOM,1,1650.0,60.0,1650.0,16.0,100.0,1.0,340
165,1,LIVING_DINING_ROOM,2,1400.0,90.0,850.0,17.0,0.0,1.6470588235294117,671
356,3,LIVING_DINING_ROOM,2,2850.0,95.0,2000.0,12.0,150.0,1.425,0
343,1,ROOM_BEDROOM,1,600.0,11.0,408.0,4.0,100.0,1.4705882352941178,243
1051,1,LIVING_DINING_ROOM,2,1200.0,70.0,1200.0,8.0,50.0,1.0,370
893,1,LIVING_DINING_ROOM,2,1000.0,65.0,2850.0,5.0,0.0,0.3508771929824561,1070
1248,2,ROOM_BEDROOM,2,1500.0,41.0,990.0,31.0,180.0,1.5151515151515151,2
923,6,LIVING_DINING_ROOM,2,3400.0,56.0,1650.0,16.0,0.0,2.0606060606060606,0
577,3,LIVING_DINING_ROOM,2,1000.0,58.0,990.0,9.0,50.0,1.0101010101010102,500
623,6,LIVING_DINING_ROOM,2,1200.0,40.0,840.0,7.0,60.0,1.4285714285714286,815
440,6,LIVING_DINING_ROOM,2,6000.0,58.0,3000.0,6.0,0.0,2.0,182
227,1,LIVING_DINING_ROOM,2,1250.0,77.0,1250.0,5.0,50.0,1.0,322
773,1,LIVING_DINING_ROOM,1,500.0,57.0,899.0,19.0,0.0,0.5561735261401557,0
1176,1,KITCHEN,2,1900.0,60.0,1290.0,24.0,150.0,1.4728682170542635,52
287,1,ROOM_BEDROOM,4,2500.0,95.0,2500.0,4.0,100.0,1.0,0
1192,1,LIVING_DINING_ROOM,2,1500.0,130.0,2000.0,33.0,110.0,0.75,0
374,3,OUTDOOR_HOUSE,3,500.0,65.0,1250.0,1.0,0.0,0.4,0
356,6,LIVING_DINING_ROOM,3,9000.0,128.0,3480.0,20.0,200.0,2.586206896551724,0
759,1,LIVING_DINING_ROOM,2,1500.0,60.0,2100.0,9.0,150.0,0.7142857142857143,321
458,1,LIVING_DINING_ROOM,1,1785.0,48.0,1190.0,27.0,189.0,1.5,214
766,3,UNCATEGORIZED,2,1000.0,32.0,1190.0,10.0,80.0,0.8403361344537815,0
923,1,BATHROOM,1,1250.0,55.0,1250.0,8.0,80.0,1.0,0
1192,1,UNCATEGORIZED,1,500.0,55.0,1696.0,0.0,80.0,0.294811320754717,0
1135,1,LIVING_ROOM,2,600.0,50.0,1050.0,11.0,50.0,0.5714285714285714,3
440,1,LIVING_DINING_ROOM,1,0.0,20.0,1800.0,10.0,0.0,0.0,13
1135,1,LIVING_DINING_ROOM,2,150.0,28.0,1150.0,6.0,49.0,0.13043478260869565,99
759,3,LIVING_DINING_ROOM,2,3500.0,78.0,1880.0,7.0,70.0,1.8617021276595744,0
1192,6,LIVING_DINING_ROOM,2,1500.0,70.0,1580.0,12.0,100.0,0.9493670886075949,0
1222,1,ROOM_BEDROOM,1,600.0,31.0,930.0,10.0,35.0,0.6451612903225806,0
1052,1,LIVING_DINING_ROOM,2,1700.0,60.0,1700.0,13.0,50.0,1.0,182
374,3,HALL_CORRIDOR,3,3000.0,76.0,1700.0,10.0,100.0,1.7647058823529411,75
356,1,ROOM_BEDROOM,1,1200.0,25.0,730.0,7.0,50.0,1.643835616438356,334
111,1,LIVING_DINING_ROOM,2,1000.0,77.0,800.0,24.0,0.0,1.25,0
923,1,UNCATEGORIZED,1,500.0,55.0,1590.0,0.0,80.0,0.31446540880503143,0
356,1,LIVING_DINING_ROOM,1,0.0,35.0,1950.0,3.0,150.0,0.0,0
778,1,ROOM_BEDROOM,1,1200.0,55.0,1200.0,20.0,80.0,1.0,0
896,3,ROOM_BEDROOM,1,1000.0,30.0,895.0,16.0,100.0,1.1173184357541899,0
576,3,LIVING_DINING_ROOM,1,850.0,42.0,1200.0,10.0,100.0,0.7083333333333334,332
568,6,LIVING_DINING_ROOM,4,1500.0,145.0,5450.0,20.0,300.0,0.27522935779816515,362
984,1,LIVING_DINING_ROOM,3,2000.0,90.0,2050.0,25.0,300.0,0.975609756097561,0
1221,6,LIVING_DINING_ROOM,2,1400.0,74.0,1290.0,28.0,180.0,1.0852713178294573,0
766,3,ROOM_BEDROOM,1,1600.0,28.0,1656.0,16.0,100.0,0.966183574879227,207
923,1,LIVING_DINING_ROOM,1,500.0,55.0,500.0,7.0,80.0,1.0,0
486,12,ROOM_BEDROOM,1,550.0,16.0,366.0,9.0,80.0,1.5027322404371584,0
1111,1,LIVING_DINING_ROOM,1,900.0,55.0,900.0,7.0,80.0,1.0,0
455,6,LIVING_DINING_ROOM,1,1740.0,18.0,700.0,5.0,80.0,2.4857142857142858,38458
287,1,LIVING_DINING_ROOM,4,3000.0,90.0,3000.0,22.0,100.0,1.0,326
809,1,NON_RELATED,4,1400.0,135.0,1400.0,8.0,60.0,1.0,70
759,6,LIVING_DINING_ROOM,1,1500.0,40.0,1040.0,9.0,0.0,1.4423076923076923,1873
423,1,UNCATEGORIZED,0,0.0,55.0,3800.0,0.0,80.0,0.0,0
893,1,UNCATEGORIZED,1,500.0,55.0,1650.0,0.0,80.0,0.30303030303030304,0
153,1,BATHROOM,4,0.0,94.0,5100.0,15.0,70.0,0.0,36
923,3,LIVING_DINING_ROOM,2,2900.0,48.0,1450.0,5.0,0.0,2.0,0
766,6,ROOM_BEDROOM,3,3000.0,80.0,3324.0,23.0,160.0,0.9025270758122743,202
568,3,UNCATEGORIZED,1,500.0,55.0,2000.0,0.0,0.0,0.25,0
923,6,LIVING_DINING_ROOM,1,2500.0,19.0,950.0,13.0,200.0,2.6315789473684212,207
759,3,LIVING_DINING_ROOM,2,1190.0,30.0,1190.0,15.0,60.0,1.0,1709
984,1,KITCHEN,3,2000.0,80.0,2000.0,20.0,150.0,1.0,1648
287,3,LIVING_DINING_ROOM,2,3000.0,57.0,1500.0,28.0,400.0,2.0,1141
766,3,LIVING_DINING_ROOM,1,2200.0,58.0,2622.0,23.0,120.0,0.8390541571319603,30
1024,6,LIVING_DINING_ROOM,2,2500.0,53.0,1500.0,28.0,70.0,1.6666666666666667,0
893,1,LIVING_DINING_ROOM,1,500.0,40.0,1350.0,5.0,50.0,0.37037037037037035,0
576,6,LIVING_DINING_ROOM,2,5380.0,70.0,2690.0,22.0,150.0,2.0,974
759,2,KITCHEN,2,2800.0,45.0,1400.0,10.0,150.0,2.0,321
754,1,LIVING_DINING_ROOM,0,9950.0,55.0,9950.0,7.0,80.0,1.0,0
766,3,LIVING_DINING_ROOM,2,300.0,42.0,780.0,7.0,0.0,0.38461538461538464,0
923,5,LIVING_DINING_ROOM,2,2500.0,79.0,2350.0,21.0,60.0,1.0638297872340425,152
268,1,LIVING_DINING_ROOM,3,1000.0,77.0,2800.0,27.0,150.0,0.35714285714285715,468
759,2,LIVING_DINING_ROOM,2,2500.0,82.0,1455.0,11.0,80.0,1.7182130584192439,0
709,1,KITCHEN,5,2000.0,80.0,1500.0,4.0,200.0,1.3333333333333333,479
923,3,ROOM_BEDROOM,1,500.0,15.0,700.0,4.0,0.0,0.7142857142857143,0
766,3,TERRACE,2,3000.0,85.0,1300.0,21.0,200.0,2.3076923076923075,425
727,1,LIVING_DINING_ROOM,3,1000.0,65.0,1200.0,24.0,100.0,0.8333333333333334,664
681,4,LIVING_DINING_ROOM,2,1000.0,55.0,640.0,7.0,0.0,1.5625,387
288,1,OUTDOOR_BUILDING,3,1000.0,80.0,1700.0,1.0,0.0,0.5882352941176471,61
287,1,LIVING_DINING_ROOM,1,500.0,33.0,1190.0,19.0,50.0,0.42016806722689076,649
593,1,LIVING_DINING_ROOM,1,750.0,25.0,750.0,9.0,20.0,1.0,0
567,3,LIVING_DINING_ROOM,3,1900.0,96.0,1900.0,13.0,0.0,1.0,273
936,1,LIVING_DINING_ROOM,1,1050.0,30.0,1050.0,26.0,80.0,1.0,0
46,1,UNCATEGORIZED,1,1500.0,47.0,1080.0,16.0,80.0,1.3888888888888888,854
759,1,LIVING_DINING_ROOM,2,500.0,105.0,2200.0,10.0,0.0,0.22727272727272727,0
984,1,LIVING_DINING_ROOM,5,2390.0,133.0,2390.0,20.0,150.0,1.0,1075
893,2,LIVING_DINING_ROOM,2,0.0,62.0,1790.0,18.0,0.0,0.0,169
855,4,ROOM_BEDROOM,3,2290.0,132.0,2390.0,28.0,200.0,0.9581589958158996,973
766,3,KITCHEN,1,900.0,50.0,2290.0,11.0,50.0,0.3930131004366812,308
893,1,LIVING_DINING_ROOM,2,500.0,66.0,1300.0,10.0,0.0,0.38461538461538464,0
759,3,LIVING_DINING_ROOM,3,4400.0,66.0,2200.0,18.0,150.0,2.0,57
1012,1,LIVING_DINING_ROOM,3,1200.0,65.0,1350.0,8.0,30.0,0.8888888888888888,370
356,3,LIVING_DINING_ROOM,2,3700.0,75.0,1850.0,20.0,250.0,2.0,203
923,6,TERRACE,3,5380.0,76.0,2690.0,11.0,280.0,2.0,0
458,4,UNCATEGORIZED,3,3000.0,80.0,2490.0,24.0,100.0,1.2048192771084338,559
124,1,KITCHEN,3,1590.0,51.0,1590.0,20.0,90.0,1.0,171
951,4,LIVING_DINING_ROOM,3,1850.0,70.0,1850.0,13.0,250.0,1.0,411
893,2,LIVING_DINING_ROOM,1,1000.0,35.0,1800.0,17.0,100.0,0.5555555555555556,678
356,6,LIVING_DINING_ROOM,2,1490.0,66.0,1490.0,8.0,100.0,1.0,120
287,3,LIVING_DINING_ROOM,2,2200.0,90.0,1990.0,33.0,100.0,1.1055276381909547,0
356,1,LIVING_DINING_ROOM,1,500.0,55.0,580.0,3.0,0.0,0.8620689655172413,0
458,5,LIVING_DINING_ROOM,2,1560.0,47.0,1560.0,25.0,75.0,1.0,314
766,3,TERRACE,2,1450.0,80.0,1450.0,9.0,0.0,1.0,0
1342,6,EMPTY_ROOM,2,880.0,65.0,880.0,7.0,0.0,1.0,0
223,6,LIVING_DINING_ROOM,1,2400.0,40.0,1200.0,10.0,100.0,2.0,156
889,1,ROOM_BEDROOM,3,500.0,50.0,1500.0,10.0,50.0,0.3333333333333333,421
893,2,HALL_CORRIDOR,2,3000.0,43.0,1490.0,9.0,75.0,2.0134228187919465,2074
1248,1,OUTDOOR_BUILDING,0,1700.0,55.0,1700.0,12.0,80.0,1.0,0
923,1,UNCATEGORIZED,1,800.0,55.0,800.0,0.0,80.0,1.0,0
575,1,LIVING_DINING_ROOM,3,2800.0,130.0,2800.0,11.0,100.0,1.0,435
593,1,LIVING_DINING_ROOM,1,1600.0,23.0,1600.0,9.0,150.0,1.0,5
923,1,LIVING_DINING_ROOM,3,1600.0,64.0,1600.0,21.0,150.0,1.0,129
568,3,LIVING_DINING_ROOM,2,1500.0,56.0,1420.0,20.0,40.0,1.056338028169014,289
287,1,LIVING_DINING_ROOM,4,2190.0,70.0,2250.0,14.0,80.0,0.9733333333333334,638
458,6,UNCATEGORIZED,1,1600.0,24.0,1600.0,0.0,0.0,1.0,0
893,11,LIVING_DINING_ROOM,3,2000.0,65.0,1650.0,30.0,200.0,1.2121212121212122,1551
766,3,ROOM_BEDROOM,2,0.0,60.0,2200.0,10.0,50.0,0.0,105
567,3,LIVING_DINING_ROOM,2,2000.0,57.0,2200.0,25.0,50.0,0.9090909090909091,768
568,3,LIVING_DINING_ROOM,1,2500.0,37.0,949.0,13.0,0.0,2.6343519494204424,501
785,1,LIVING_DINING_ROOM,3,2350.0,100.0,2350.0,24.0,100.0,1.0,0
548,3,ROOM_BEDROOM,2,600.0,50.0,590.0,10.0,100.0,1.0169491525423728,849
1192,3,KITCHEN,2,2500.0,70.0,1400.0,15.0,0.0,1.7857142857142858,0
766,3,LIVING_DINING_ROOM,2,1500.0,80.0,1250.0,18.0,100.0,1.2,629
1052,4,LIVING_DINING_ROOM,1,2500.0,42.0,1800.0,31.0,100.0,1.3888888888888888,140
618,3,ROOM_BEDROOM,2,850.0,50.0,430.0,15.0,0.0,1.9767441860465116,0
1228,1,LIVING_DINING_ROOM,2,1873.0,50.0,1873.0,7.0,0.0,1.0,51
575,1,LIVING_DINING_ROOM,2,1900.0,70.0,1867.0,9.0,250.0,1.0176754151044456,12
356,1,UNCATEGORIZED,0,650.0,55.0,650.0,0.0,80.0,1.0,0
0,3,LIVING_DINING_ROOM,1,1500.0,46.0,1596.0,30.0,0.0,0.9398496240601504,596
447,1,UNCATEGORIZED,0,2000.0,55.0,2000.0,0.0,80.0,1.0,0
923,1,TWO_D_FLOOR_PLAN,0,0.0,55.0,1150.0,13.0,80.0,0.0,0
766,3,ROOM_BEDROOM,1,1490.0,35.0,1490.0,11.0,130.0,1.0,9
458,12,ROOM_BEDROOM,1,1250.0,40.0,1300.0,11.0,90.0,0.9615384615384616,665
496,6,UNCATEGORIZED,1,1500.0,40.0,1350.0,7.0,150.0,1.1111111111111112,1056
343,1,LIVING_DINING_ROOM,2,1250.0,85.0,1250.0,8.0,125.0,1.0,31
893,1,LIVING_DINING_ROOM,3,500.0,110.0,2200.0,13.0,80.0,0.22727272727272727,0
567,3,LIVING_DINING_ROOM,2,1099.0,60.0,1099.0,9.0,100.0,1.0,0
896,6,OUTDOOR_BUILDING,1,1500.0,35.0,1050.0,6.0,80.0,1.4285714285714286,0
893,2,LIVING_DINING_ROOM,3,3960.0,80.0,1980.0,15.0,150.0,2.0,69
759,2,LIVING_DINING_ROOM,1,990.0,38.0,1090.0,26.0,90.0,0.908256880733945,1418
586,1,UNCATEGORIZED,1,500.0,55.0,1500.0,0.0,0.0,0.3333333333333333,0
809,1,ROOM_BEDROOM,2,0.0,52.6,1500.0,9.0,0.0,0.0,292
2,1,OUTDOOR_HOUSE,2,1250.0,64.0,1250.0,24.0,80.0,1.0,280
923,6,BATHROOM,1,2400.0,33.0,1200.0,12.0,150.0,2.0,156
458,3,ROOM_BEDROOM,3,1850.0,74.0,1850.0,3.0,100.0,1.0,0
458,3,LIVING_DINING_ROOM,1,1080.0,35.0,1080.0,9.0,50.0,1.0,2115
576,1,LIVING_DINING_ROOM,2,1500.0,80.0,1950.0,8.0,100.0,0.7692307692307693,0
576,6,LIVING_DINING_ROOM,1,2000.0,33.0,1200.0,25.0,120.0,1.6666666666666667,0
440,3,ROOM_BEDROOM,2,1170.0,15.0,780.0,18.0,200.0,1.5,97
896,3,ROOM_BEDROOM,3,1000.0,93.0,1850.0,9.0,70.0,0.5405405405405406,0
458,6,LIVING_DINING_ROOM,2,1500.0,46.0,1050.0,6.0,50.0,1.4285714285714286,0
1248,3,ROOM_BEDROOM,1,1500.0,30.0,1050.0,6.0,100.0,1.4285714285714286,0
984,1,LIVING_DINING_ROOM,1,900.0,37.0,900.0,7.0,100.0,1.0,0
1349,2,UNCATEGORIZED,2,2000.0,63.0,1950.0,0.0,100.0,1.0256410256410255,0
807,1,BATHROOM,1,1600.0,18.0,880.0,8.0,25.0,1.8181818181818181,811
1192,3,LIVING_DINING_ROOM,3,2500.0,85.0,1990.0,13.0,150.0,1.256281407035176,927
348,1,LIVING_DINING_ROOM,1,500.0,55.0,590.0,4.0,0.0,0.847457627118644,0
893,3,UNCATEGORIZED,2,7270.0,67.0,2915.0,11.0,100.0,2.4939965694682678,968
495,1,ROOM_BEDROOM,1,1500.0,32.0,1500.0,4.0,180.0,1.0,951
923,6,KITCHEN,1,1200.0,22.0,1200.0,3.0,100.0,1.0,363
984,1,OUTDOOR_HOUSE,3,2800.0,100.0,1580.0,18.0,200.0,1.7721518987341771,797
923,1,NON_RELATED,1,500.0,55.0,1100.0,1.0,0.0,0.45454545454545453,0
567,3,LIVING_DINING_ROOM,2,600.0,51.0,800.0,6.0,50.0,0.75,0
288,1,LIVING_DINING_ROOM,2,2500.0,70.0,2875.0,7.0,75.0,0.8695652173913043,380
893,1,ROOM_BEDROOM,1,0.0,25.0,1690.0,21.0,0.0,0.0,3147
440,1,ROOM_BEDROOM,0,1350.0,55.0,1350.0,12.0,80.0,1.0,0
984,6,LIVING_DINING_ROOM,2,2380.0,61.0,1190.0,9.0,0.0,2.0,904
452,2,LIVING_DINING_ROOM,2,3000.0,60.0,1650.0,12.0,80.0,1.8181818181818181,1354
299,1,UNCATEGORIZED,1,500.0,120.0,3000.0,0.0,0.0,0.16666666666666666,0
893,1,ROOM_BEDROOM,1,500.0,45.0,1696.0,3.0,80.0,0.294811320754717,0
496,2,LIVING_DINING_ROOM,1,1000.0,44.0,1300.0,13.0,0.0,0.7692307692307693,0
1392,2,LIVING_ROOM,1,1000.0,67.0,650.0,10.0,100.0,1.5384615384615385,19
936,1,LIVING_DINING_ROOM,2,1290.0,30.0,1290.0,7.0,0.0,1.0,412
766,3,LIVING_DINING_ROOM,2,3000.0,95.0,2350.0,20.0,150.0,1.2765957446808511,0
440,1,KITCHEN,2,1500.0,25.0,1285.0,5.0,0.0,1.1673151750972763,0
223,6,ROOM_BEDROOM,1,850.0,24.0,850.0,6.0,95.0,1.0,986
809,1,ROOM_BEDROOM,1,650.0,30.0,650.0,8.0,0.0,1.0,0
655,1,ROOM_BEDROOM,1,500.0,40.0,500.0,3.0,50.0,1.0,1
923,3,TERRACE,3,1000.0,80.0,2500.0,11.0,200.0,0.4,0
1276,6,LIVING_DINING_ROOM,1,1500.0,50.0,2180.0,48.0,180.0,0.6880733944954128,12
893,2,LIVING_DINING_ROOM,2,6000.0,60.0,3100.0,12.0,203.0,1.935483870967742,0
374,3,LIVING_DINING_ROOM,5,6000.0,175.0,3900.0,25.0,250.0,1.5384615384615385,578
809,3,OUTDOOR_BUILDING,2,1200.0,42.0,900.0,15.0,70.0,1.3333333333333333,0
766,3,UNCATEGORIZED,1,500.0,55.0,531.0,0.0,0.0,0.9416195856873822,0
575,1,WALK_IN_CLOSET,1,1500.0,20.0,750.0,1.0,50.0,2.0,903
